score,text
1,"synnovie amerika_blog Stroppy_Girl feministlady I hate my German roots, shame on y'all for existing. Silly germans. "
1,I just love when every single person in my family doesn't answer their phone  #cmon
1,AndrewLightle good thing you know how to spell Herzegovina lol 
1,obeycoronahh don't bring Jim into this!! He's on my side he knows u gotta put  since we can't HEAR UR TONE!  #partyplannincommittee
1,I always love coming to my aunt's house so she can suffocate me with her cigarette smoke. 
1,"Good thing the west went into Iraq, would have been a real mess otherwise ...  #ridiculouspolitics"
1,Devi_SG carteblanchetv We leave the major ponzi schemes for the twingers &amp; twangers in Jozi #Durban 
1,KitmanPat not Albion fans singin Alan Irvine's barmy army then?  what u think of the appointment Pat?
1,Molly_Deacon ? Lol
1,CeIticGhirl Surely I'd have seen that on the news if it was true  obviously
1,3-4 hours sleep coz body decided it wanted to wake up and not go back to sleep. 8+ hours shift here i come #yay #fun 
1,Yay it's almost time for me to go work in a 100 degree kitchen for 5 hours (^.^)  #dontlikeworkingonholidays
1,ryantpugh carras16 U think is ?
1,"m_sheldon Of course it is, this is the expected outcome every time out. "
1,Can't wait to start A2 tomorrow! 
1,"The moment you know how patriotic for England to win the World Cup you're, that you fly the German flag so you know your a winner! "
1,It's my fav! 
1,My twitter is so goddamn creative and original you wouldn't believe 
1,"loudmouthdad Yeah, the two idiots who loved Cliven Bundy. Totally progressive . I know you don't believe anything you're saying."
1,scootette water is gluten free?!?! Good to know. 
1,LizziFraser chins up at least you have a decent job  #papas #LOOOOL
1,Isaact89 gosh come with some of sarcasm Hahaha 
1,Because nobody has figured out how to download a streaming youtube video  #materialyze deblanda  #3dp #3dprinted #3dprinting #maker
1,If my nana could make a little bit more noise thaaaatd be greaaaat. 
1,It's good that our prime minster essentially wrote an islamaphobic  (is that a word?) address in a shitty right wing newspaper. .
1,Because nobody has figured out how to download a streaming youtube video  #materialyze materialyze Materialyze_3D  #3dp #3dprinted
1,I have a feeling that Aluthgma incident has nothing to do with the upcoming elections 
1,Tnf4e SpiritEdge_3033 *gasp* A block?! IT'S THE END OF THE WORLD! 
1,"TimOfLegend DoubleFine windowsphone Windows So, when can we expect #BrokenAge to be available on #WindowsPhone? Soon I guess? "
1,It's crazy how hard I'm gonna have to work to be a better father than the one I have. He has set such a high standard for me. 
1,DH wants to know what I want for my birthday (that's in 2 days). I love how he plans these things out. It's heartwarming really. 
1,a little surprised that the #Dodgers didn't challenge THAT foul ball too 
1,Sick and tired of my house stinking of weed #topblokeovertheroad  #chavyprick
1,I love having conversations completely in 
1,"newscientist OMG, like you cannot be for serious about the sarcasms11111! "
1,Yay dads drunk 
1,So CBC is showing Just for Laughs Gags between games. Good choice. 
1,Well that's just perfect 
1,It's been a great fucking day  fuck everything
1,Argentina and Bosnia are gonna play... Lol i wonder who will win.. 
1,"I've never agreed with that ""sarcasm is the lowest form of wit"" no 'duuh u stoopid' would appear to be the lowest,  takes thought"
1,Let's all indirect tweet about people and not actually sort problems out! Woop 
1,"Not that I'm watching anymore, but it's great to see that Mike Fiers has really improved since last year.  #Brewers"
1,myscientist actually I am yes 
1,_CaroEliz_ you are welcome. That's what happens when you have a super crazy older brother  #butreally #tattoosandsnapbacks
1,"audi winning le mans? yea, THATS new.. "
1,It's good that I never open a drink and only take two sips then leave it. 
1,Thierry Henry is such a philosopher 
1,S/O to the rides supervisor that just gave me permission to drink water. #iwasntlookingforpermission 
1,"#DidYouKnow Johnny Miller uses the word ""pressure"" every 7 seven words? #USOpen #Pinehurst "
1,To make my day any better...just spilt a glass of water on my phone &amp; glass shattered all over my foot. This is just a great day. 
1,"When a friend asks what I'm doing today, ""oh go home and cry in bed because my father left when I was a baby.""  #nopity #manup"
1,I love how Microsoft put a call of duty twist on TF2 and made warface   But it's actually kind of tight #notsarcasm
1,I have to get up at 3am!!!! :))) Amazing!!! :)))) #no  #promise
1,Rosenthal is so good 
1,I've told ya. Aint ! Okay.
1,I love spending all day celebrating a father that I don't even have in my life.  #annoyed
1,zevie_shipper KrystaLee3 Maxgschneider OMG! Is Rob Schneider their dad? hahaha.  =)
1,GeorgeConnolly9 
1,Love how my friends are always there for me 
1,"BSyria Oh, yeah. Because ISIS will disappear tomorrow if Assad is overthrown... "
1,amber_v015 ya well you say that because he puts you exactly at the position you want!! #sike 
1,The #Notebook is the #Fox4 Sunday afternoon movie on #FathersDay ... thanks Fox for helping us dads connect with our softer side 
1,carras16 4rifgunawan some people don't do 
1,"Now if that kid who caught AJ's hr ball was a real fan, he would try to extort a bundle of memorabilia from Adam after the game. "
1,Ostrov_A CiFWatch AllisonKSommer haaretzcom alufbenn levy_haaretz Cant understand why this newspaper is not more successful! 
1,Yes because posting a video of you hitting a bong is so smart.. 
1,Hey #TLC it's Father's Day! Thanks for the #HoneyBooBoo marathon.... 
1,Cause today's a friendly reminder of what you told me ! Thanks POP! 
1,Love having to wear pants to work on days like this... 
1,JanAageFjortoft 4 more years! 4 more years! 4 more years!  #blatterout
1,MikeHeika didn't know rookies (Ranford) can also be a veteran! 
1,My only father is #Jesus.
1,#Saved
1,"Homework time... Fun, fun, fun. "
1,Can't wait to work 6ish-2ish everyday this week. #mclife #lovingit  #broke
1,Yea.... Jimmy Johnson wins again!
1, #NASCAR
1,"Tie game, so naturally since Axford did so well yesterday it only makes sense to throw him again.. in the bottom of the 9th......"
1,Honduras - now they know how to play football the right way. Class team with plenty of skill  #terrible Oh but Benzema is class
1,"Tied 2-2, need a pitcher who can throw strikes and get you to extras, Francona calls for Axford. Seems logical "
1,Well Honduras is representing the CONCACAF well 
1,thing is Irvine has good experience of lower divisions so some great signings coming up??  
1,Oh man this day just continues to get better. .
1,"Benzima,not bad for a left sided midfielder !!! "
1,Oh nice a gay pride parade sweet! 
1,After today's race it will be interesting if Rousch Fenway racing will be able to keep a driver #nascar 
1,Playing phone tag with my mom is always fun hahahaha  #annoyed
1,My classmates are so reliable 
1,What is this strange phenomenon??I've never heard of water falling from the sky and then not being able to play.  #unBELLievable
1,Great Play Arcia. brettberginski  #DroppedFlyBall
1,PPistone yes looks like NASCAR needs to stop rigging the races for Jimmie  #Getready
1,mellowskyes Teams i support since you're so interested 
1,#FRA #GER #ARG #ESP #ENG based on that order
1,I thought goal line technology was supposed to remove controversy! ... Where was it for Sterling's 'Goal'! ...  #bbcworldcup
1,The icing on the cake of a great week 
1,ugh I hate it when my invite gets lost in the mail!  #annoyed #subtweetcity
1,calcrutchlow you could just take them to the tip with the rest of the rubbish 
1,"Manpreet_905: divyakamal ahahahahah, u are such a comedian  LOL KEWL"
1,I live for the days when my mom bitches at me for who I fell in love with... 
1,"divyakamal ahahahahah, u are such a comedian  LOL"
1,What a great day this going to fuckin be 
1,"DaneAmar hannahkrispy Wow isn't he the greatest like dang, he has a voice of an angel "
1,I just LOVE when plans fall apart. 
1,"wallsmegan And they've ran 16 races? Wow, 3 races is a lot. ."
1,"The team I wanted to join germany in the final was Honduras, now that's not gonna happen haha "
1,"Greggles115 richardajkeys Nice one Keysey, I imagine you're insight is sorely missed at Sky "
1,What kind of futuristic technology is this? #FRAvsHON #FRA #WorldCup2014 
1,dcunited SoccerInsider OH NO OH MY GAWD ANDY NAJAR CAME OFF WHAT IS THE WORLD COMING TO HE IS THE BEST  #effyou
1,That #bitch to #me: ''i'll f**k you up!''
1,"then #me to #her eagerly:''welcome,my pleasure..''"
1, #facts
1,probably the most depressing/confusing day of the year for children who have two moms
1,"Well, that was a great start, #Rangers "
1,AGlenisle SirPellinore but percy would be so eternally grateful. 
1,SusanSucks I can't wait to hear all the bitching about how NASCAR is rigged and is staged for Jimmie 
1,HxCorbett  btw
1,I wonder why they call it #tweeter yet sometimes if not most #me or #someone should best be calling it retweeter 
1, #facts #amazing
1,On to movie #2... #gradweek #fun #yay 
1,Wow so much Jimmie Johnson hate on here. Can't wait to hear all of it on #TMDNascar 
1,sprtschick ctrabs0114 You say that like it's a bad thing. LOL #kidding 
1,How does one simply do her hair for graduation when its raining sideways? :) 
1,I believe you! 
1,DawsonPSU10 We should rename the stadium in his honor. He saved us. 
1,Fucales_Fan_31 
1,Goal Line Technology is a joke. Bring back the refs behind the goals just like in the Champions League. #accuracy 
1,the time you realise bachelorhood is great is that time you see a neighbour's #cock playing with your wife's #pussy cat 
1,Jimmie Johnson wins at Michigan. Nice to see an underdog do well for a change.  #NASCAR
1,Thanks pals for shorting out my black shoes and getting them back to me here in the UK. Nic_gouws PicolaWilson  
1,"Dang, don't try so hard. I wouldn't like an effort "
1,Don't you love it when you get sick and can't leave your house?? #not  #sickproblems #WhyAlwaysMe #needtogetbetter
1,"GeekySwede because penis, obviously. "
1,that Randeep Hooda dummy is beyond EPIC...   #kick #justanotherBHAImovie
1,Jimmie Johnson again. This is verrrrry exciting 
1,"Yeah.. i did go to church;but i think i slept from 7.00hrs till late. okay,thanks  #facts"
1,tyets hrattue1 Trav we aren't even jealous 
1,"This is potentially the most violent, sneaky, play acting football I've seen. Kudos Honduras  #WorldCup"
1,"pity this dog.. it tries and tries and tries,it pleases but it just can't change its name -a dog "
1,Happy father's day. Too bad my dad ain't on twitter. #aww 
1,S/O to me for paying Fowlerzach23 's $5 cover for that party last night that got shut down at midnight. Totally worth it 
1,It sure is nice to see all those full-blooded American men practicing for the World Cup 
1,RobbieSavage8 font of all knowledge when it comes to football 
1,Benzema shot a goal?? I'm so suprised!! 
1,andieanderson13 we are prepping to head to Riverbend now...3rd row seats and I can barely contain my excitement  #WifeyNightOut
1,"hahaha welcome back #cafeRio , "
1,i missed u 
1,So glad I'm missing world cup games for work. 
1,EASPORTSFIFUi yeah where do I put my whole life details 
1,Hein? Honduras where was this country all  these years? #FifaWorldCup  #SonySix
1,don't you just love it when people are so helpful in telling you their plans so you can plan yours? -.- 
1,That nasty layer of death and regret on the roof of your mouth after eating extremely artificial and chemical ridden food...  yum. 
1,"Well, the last two teams to score a penalty lost 5-1 #esp and 3-1 #uru, so I guess #HON will win this4-1 or something.  #FRAHON"
1,MOgdenTelegraph 
1,TheSuarezNutmeg 
1,Puella Madoka Magica: The Good Life Choices Show.  
1,Cherish What a joke! Since when is straight up body checking a guy from behind illegal??? 
